Model_no,variable,Num_factors,Coef.,Std.Err.,z,P>|z|,Max_pvalue,[0.025,0.975],sign,sign_max,VIF,VIF_max,dev_gini,oot_gini,Relative_diff,Average_precision,var,Gini_train,Trend,sum_gini,Factor_weight,ACCOUNT_TYPE_COUNT,AMOUNT_PAST_DUE_SUM,BUREAUSCORE,CREDIT_CARDS_COUNT,DAYS_SINCE_LAST_PAYMENT,MAX_DPD_LAST_12_MONTHS,MAX_DPD_LAST_12_MONTHS_ACTIVE,MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_24_MONTHS,MAX_DPD_LAST_24_MONTHS_ACTIVE,MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_UNSECURED,MAX_DPD_LAST_6_MONTHS,MAX_DPD_LAST_6_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS,MAX_DPD_LAST_9_MONTHS_UNSECURED,NO_OF_TIMES_30_DPD_12MONTHS,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_6MONTHS,NO_OF_TIMES_30_DPD_9MONTHS,NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_9MONTHS,NO_OF_TIMES_90_DPD_12MONTHS,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS
25535,const,3,-1.3970224144415164,0.042703493636716494,-32.714475923823606,9.722941023015781e-235,1.1551336395396154e-06,-1.4807197239835161,-1.3133251048995167,0,0,,1.3723790868355552,0.28348344324021535,0.16150595039483906,0.4302557066856307,0.28837089305784835,,,,0.43595574316967345,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25535,AMOUNT_PAST_DUE_SUM_woe,3,0.6952693472819063,0.14296592307264885,4.863182304839186,1.1551336395396154e-06,1.1551336395396154e-06,0.41506128704299056,0.9754774075208219,0,0,1.3527989985163344,1.3723790868355552,0.28348344324021535,0.16150595039483906,0.4302557066856307,0.28837089305784835,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.43595574316967345,0.3297876314562034,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25535,BUREAUSCORE_woe,3,0.8496607981422125,0.13429069064538515,6.327026795817665,2.4992996793367306e-10,1.1551336395396154e-06,0.5864558810182476,1.1128657152661774,0,0,1.3723790868355552,1.3723790868355552,0.28348344324021535,0.16150595039483906,0.4302557066856307,0.28837089305784835,BUREAUSCORE,0.18000206598879886,Decreasing,0.43595574316967345,0.4128906862886361,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25535,CREDIT_CARDS_COUNT_woe,3,1.4122707596087127,0.1929486857978979,7.319411136533892,2.490614431527667e-13,1.1551336395396154e-06,1.0340982845804978,1.7904432346369277,0,0,1.0574845736095138,1.3723790868355552,0.28348344324021535,0.16150595039483906,0.4302557066856307,0.28837089305784835,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.43595574316967345,0.2573216822551605,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28991,const,3,-1.400174067510956,0.04257363981803912,-32.88828658990252,3.2321233919129476e-237,0.04244645462566407,-1.483616868245093,-1.316731266776819,0,0,,1.3503061160343695,0.2615132344264466,0.16863530196863574,0.35517373788837797,0.2750679927257592,,,,0.3792471425141406,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28991,BUREAUSCORE_woe,3,1.0382893420486334,0.13334795210885303,7.786316367281511,6.899107131467661e-15,0.04244645462566407,0.7769321585031095,1.2996465255941574,0,0,1.3503061160343695,1.3503061160343695,0.2615132344264466,0.16863530196863574,0.35517373788837797,0.2750679927257592,BUREAUSCORE,0.18000206598879886,Decreasing,0.3792471425141406,0.47462998612332935,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28991,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,3,0.39816308507816434,0.1962248795659821,2.0291162158378544,0.04244645462566407,0.04244645462566407,0.01356938825812981,0.7827567818981989,0,0,1.3099927246033802,1.3503061160343695,0.2615132344264466,0.16863530196863574,0.35517373788837797,0.2750679927257592,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,0.08706421130412267,Increasing,0.3792471425141406,0.2295711728424596,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28991,CREDIT_CARDS_COUNT_woe,3,1.3570534456293704,0.1916243060077629,7.081844020217324,1.4224871967068523e-12,0.04244645462566407,0.9814767072916728,1.732630183967068,0,0,1.0507267475265039,1.3503061160343695,0.2615132344264466,0.16863530196863574,0.35517373788837797,0.2750679927257592,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.3792471425141406,0.29579884103421106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29567,const,3,-1.4002170130967238,0.04257593774285361,-32.88752021279321,3.314699975039861e-237,0.038232532770816445,-1.4836643176807365,-1.316769708512711,0,0,,1.3354423614819613,0.2612596389544981,0.16864642420198006,0.35443250957718353,0.2729113647834958,,,,0.3788176588066028,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29567,BUREAUSCORE_woe,3,1.0386925519289458,0.13262303969531616,7.8319163421016755,4.804892231585443e-15,0.038232532770816445,0.7787561706059002,1.2986289332519916,0,0,1.3354423614819613,1.3354423614819613,0.2612596389544981,0.16864642420198006,0.35443250957718353,0.2729113647834958,BUREAUSCORE,0.18000206598879886,Decreasing,0.3788176588066028,0.47516809685130085,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29567,MAX_DPD_LAST_12_MONTHS_ACTIVE_woe,3,0.40977675058448626,0.1977350142122091,2.0723530034226214,0.038232532770816445,0.038232532770816445,0.02222324424604072,0.7973302569229318,0,0,1.2962902152860902,1.3354423614819613,0.2612596389544981,0.16864642420198006,0.35443250957718353,0.2729113647834958,MAX_DPD_LAST_12_MONTHS_ACTIVE,0.08663472759658486,Increasing,0.3788176588066028,0.2286977008133994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29567,CREDIT_CARDS_COUNT_woe,3,1.3589834410523287,0.19167868994565712,7.089903637371554,1.3420541560547863e-12,0.038232532770816445,0.983300112155021,1.7346667699496363,0,0,1.0511288120306879,1.3354423614819613,0.2612596389544981,0.16864642420198006,0.35443250957718353,0.2729113647834958,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.3788176588066028,0.29613420233529975,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,const,4,-1.3797780675835687,0.042708619417256115,-32.30678224700654,5.617419308355795e-229,0.005637693785643395,-1.4634854234708188,-1.2960707116963186,0,0,,1.3700698657122186,0.2574822297044519,0.1386219552886221,0.46159329870225163,0.2861214499707646,,,,0.4359161915823051,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,AMOUNT_PAST_DUE_SUM_woe,4,0.6737015172412198,0.14297869971787386,4.711901273200626,2.4541627621611747e-06,0.005637693785643395,0.3934684152378199,0.9539346192446199,0,0,1.3700698657122186,1.3700698657122186,0.2574822297044519,0.1386219552886221,0.46159329870225163,0.2861214499707646,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.4359161915823051,0.32981755377744404,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,BUREAUSCORE_woe,4,0.7563625710039849,0.13131802411083385,5.759777274485995,8.422499779485669e-09,0.005637693785643395,0.4989839732257881,1.0137411687821816,0,0,1.3580374792513004,1.3700698657122186,0.2574822297044519,0.1386219552886221,0.46159329870225163,0.2861214499707646,BUREAUSCORE,0.18000206598879886,Decreasing,0.4359161915823051,0.41292814872377315,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,ACCOUNT_TYPE_COUNT_woe,4,1.365018780768953,0.2762041688406746,4.942064366727026,7.729968497351953e-07,0.005637693785643395,0.8236685574614107,1.9063690040764956,0,0,1.0412404777913373,1.3700698657122186,0.2574822297044519,0.1386219552886221,0.46159329870225163,0.2861214499707646,ACCOUNT_TYPE_COUNT,0.052034998967005475,Decreasing,0.4359161915823051,0.11936927320393138,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,DAYS_SINCE_LAST_PAYMENT_woe,4,0.7257880030785284,0.26219322623499053,2.7681417003048026,0.005637693785643395,0.005637693785643395,0.21189872266758458,1.2396772834894723,0,0,1.0147045490141369,1.3700698657122186,0.2574822297044519,0.1386219552886221,0.46159329870225163,0.2861214499707646,DAYS_SINCE_LAST_PAYMENT,0.06010631466684524,Increasing,0.4359161915823051,0.13788502429485142,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31295,const,2,-1.401202909406318,0.042556238117576854,-32.92591101532501,9.360254453993036e-238,1.852767221827826e-12,-1.4846116034342793,-1.3177942153783568,0,0,,1.0498514093844111,0.2504448390296927,0.16469803136469818,0.3424393277356012,0.2696413511158434,,,,0.2921829312100179,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31295,BUREAUSCORE_woe,2,1.1641256173935726,0.11796856329694369,9.86810032146702,5.723831995222058e-23,1.852767221827826e-12,0.9329114820236293,1.3953397527635159,0,0,1.0498514093844111,1.0498514093844111,0.2504448390296927,0.16469803136469818,0.3424393277356012,0.2696413511158434,BUREAUSCORE,0.18000206598879886,Decreasing,0.2921829312100179,0.6160594845268882,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31295,CREDIT_CARDS_COUNT_woe,2,1.3470101706713677,0.19119710889181366,7.045138801934267,1.852767221827826e-12,1.852767221827826e-12,0.9722707232952301,1.7217496180475054,0,0,1.049851409384411,1.0498514093844111,0.2504448390296927,0.16469803136469818,0.3424393277356012,0.2696413511158434,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.2921829312100179,0.38394051547311187,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28399,const,3,-1.394329785994261,0.042392271863623106,-32.89113144206688,2.9431682015303225e-237,0.002798843954818649,-1.477417112069793,-1.311242459918729,0,0,,1.195420869870407,0.24965799509746445,0.13517406295184076,0.45848591167650654,0.2672443637022846,,,,0.33319792731069686,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28399,AMOUNT_PAST_DUE_SUM_woe,3,0.9960363870314892,0.13362738549808903,7.453834281938662,9.066586988028028e-14,0.002798843954818649,0.7341315241069848,1.2579412499559937,0,0,1.195420869870407,1.195420869870407,0.24965799509746445,0.13517406295184076,0.45848591167650654,0.2672443637022846,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.33319792731069686,0.43149371642276685,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28399,CREDIT_CARDS_COUNT_woe,3,1.3134021712918127,0.192280502808694,6.830657045860539,8.452658805974825e-12,0.002798843954818649,0.9365393108575197,1.6902650317261056,0,0,1.0470567416389682,1.195420869870407,0.24965799509746445,0.13517406295184076,0.45848591167650654,0.2672443637022846,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.33319792731069686,0.33667936090314826,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28399,MAX_DPD_LAST_9_MONTHS_UNSECURED_woe,3,0.6220253109382676,0.20810423333505979,2.989008445286027,0.002798843954818649,0.002798843954818649,0.2141485085712307,1.0299021133053046,0,0,1.1875993239761877,1.195420869870407,0.24965799509746445,0.13517406295184076,0.45848591167650654,0.2672443637022846,MAX_DPD_LAST_9_MONTHS_UNSECURED,0.07724425012982228,Increasing,0.33319792731069686,0.2318269226740849,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28247,const,3,-1.3941392891593165,0.04235354446920091,-32.91670878155478,1.2675881250650672e-237,0.03441085671383168,-1.4771507109365658,-1.3111278673820672,0,0,,1.306141282534532,0.24851239500216837,0.15331442553664765,0.38309042038438923,0.2668711813308441,,,,0.35331479527167753,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28247,AMOUNT_PAST_DUE_SUM_woe,3,1.0048521512260007,0.13952747848917585,7.201822623806351,5.94129511151473e-13,0.03441085671383168,0.7313833185335289,1.2783209839184724,0,0,1.306141282534532,1.306141282534532,0.24851239500216837,0.15331442553664765,0.38309042038438923,0.2668711813308441,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.35331479527167753,0.4069255346329411,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28247,CREDIT_CARDS_COUNT_woe,3,1.2776100978966918,0.19106104664450638,6.686920857676706,2.2791505165892958e-11,0.03441085671383168,0.9031373276249319,1.6520828681684516,0,0,1.0365864583390083,1.306141282534532,0.24851239500216837,0.15331442553664765,0.38309042038438923,0.2668711813308441,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.35331479527167753,0.31750967330694096,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28247,MAX_DPD_LAST_12_MONTHS_woe,3,0.4540763580915642,0.2146705733830324,2.1152240427539404,0.03441085671383168,0.03441085671383168,0.033329765720257976,0.8748229504628704,0,0,1.2844636675794388,1.306141282534532,0.24851239500216837,0.15331442553664765,0.38309042038438923,0.2668711813308441,MAX_DPD_LAST_12_MONTHS,0.09736111809080294,Increasing,0.35331479527167753,0.2755647920601179,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28403,const,3,-1.3943431304818106,0.04237985524920817,-32.901082891449065,2.1208579928684582e-237,0.0076410652439331496,-1.4774061204402793,-1.3112801405233419,0,0,,1.1850609708226487,0.24829881643038076,0.15166277388499605,0.38919066671520225,0.26569585011173186,,,,0.33289547399552943,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28403,AMOUNT_PAST_DUE_SUM_woe,3,1.0146975517637624,0.13295640683977933,7.631806363318283,2.314869589569776e-14,0.0076410652439331496,0.75410778284394,1.2752873206835849,0,0,1.1850609708226487,1.1850609708226487,0.24829881643038076,0.15166277388499605,0.38919066671520225,0.26569585011173186,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.33289547399552943,0.43188575150645125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28403,CREDIT_CARDS_COUNT_woe,3,1.3128037979331064,0.1923526590313426,6.8249838839981605,8.793518656914768e-12,0.0076410652439331496,0.9357995139011618,1.689808081965051,0,0,1.0489221042838055,1.1850609708226487,0.24829881643038076,0.15166277388499605,0.38919066671520225,0.26569585011173186,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.33289547399552943,0.3369852520816356,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28403,MAX_DPD_LAST_12_MONTHS_UNSECURED_woe,3,0.6045135804862948,0.2266190698229479,2.667531823154101,0.0076410652439331496,0.0076410652439331496,0.16034836542334907,1.0486787955492405,0,0,1.1796379460225563,1.1850609708226487,0.24829881643038076,0.15166277388499605,0.38919066671520225,0.26569585011173186,MAX_DPD_LAST_12_MONTHS_UNSECURED,0.07694179681465485,Increasing,0.33289547399552943,0.23112899641191315,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16895,const,3,-1.3942170944675378,0.04236980278908575,-32.905914181566146,1.8088798947275254e-237,0.011237812281297848,-1.4772603819662107,-1.311173806968865,0,0,,1.3124174178155816,0.2482699670372419,0.1349238127015906,0.45648874077990864,0.2676620578620585,,,,0.35306678355324017,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16895,MAX_DPD_LAST_9_MONTHS_woe,3,0.5089178193584325,0.20073945981520905,2.535215646325428,0.011237812281297848,0.011237812281297848,0.11547570784459732,0.9023599308722676,0,0,1.2940868700193162,1.3124174178155816,0.2482699670372419,0.1349238127015906,0.45648874077990864,0.2676620578620585,MAX_DPD_LAST_9_MONTHS,0.09711310637236559,Increasing,0.35306678355324017,0.2750559126379034,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16895,AMOUNT_PAST_DUE_SUM_woe,3,0.977399007178462,0.13993949971391464,6.9844397698763245,2.859949030870291e-12,0.011237812281297848,0.7031226277246361,1.2516753866322878,0,0,1.3124174178155816,1.3124174178155816,0.2482699670372419,0.1349238127015906,0.45648874077990864,0.2676620578620585,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.35306678355324017,0.4072113794244128,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16895,CREDIT_CARDS_COUNT_woe,3,1.2855243261593992,0.19130206501301683,6.719866437782194,1.8189120827707814e-11,0.011237812281297848,0.9105791685657463,1.660469483753052,0,0,1.03809956463053,1.3124174178155816,0.2482699670372419,0.1349238127015906,0.45648874077990864,0.2676620578620585,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.35306678355324017,0.31773270793768377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26111,const,3,-1.3940143179812607,0.04236854665011893,-32.902103758551924,2.0507418286774424e-237,0.007587896429706914,-1.477055143492799,-1.3109734924697225,0,0,,1.3057759210740574,0.24815782665423347,0.1229952174396618,0.5042812619442856,0.266391924970708,,,,0.34301788848499726,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26111,AMOUNT_PAST_DUE_SUM_woe,3,0.9726550549690582,0.13968444150613615,6.963231155034047,3.3255547933848206e-12,0.007587896429706914,0.6988785804164395,1.246431529521677,0,0,1.3057759210740574,1.3057759210740574,0.24815782665423347,0.1229952174396618,0.5042812619442856,0.266391924970708,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.34301788848499726,0.41914085762306763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26111,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,3,0.5191810048314315,0.1944587491948814,2.6698773234991964,0.007587896429706914,0.007587896429706914,0.13804885993075672,0.9003131497321062,0,0,1.285530811859697,1.3057759210740574,0.24815782665423347,0.1229952174396618,0.5042812619442856,0.266391924970708,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,0.08706421130412267,Increasing,0.34301788848499726,0.2538182824477699,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26111,CREDIT_CARDS_COUNT_woe,3,1.28235240493574,0.1910800187784859,6.711075355410854,1.9319529968673514e-11,0.007587896429706914,0.9078424499646705,1.6568623599068095,0,0,1.0368178197994942,1.3057759210740574,0.24815782665423347,0.1229952174396618,0.5042812619442856,0.266391924970708,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.34301788848499726,0.3270408599291625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26687,const,3,-1.3940105847386257,0.04236886722481731,-32.90176669916,2.073632140984843e-237,0.0076578506500158535,-1.4770520385650272,-1.3109691309122242,0,0,,1.2972399549698554,0.2481345610146053,0.12331776220665125,0.5030906844335109,0.2646056340489056,,,,0.34258840477745944,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26687,AMOUNT_PAST_DUE_SUM_woe,3,0.9751176030829785,0.13921699213819663,7.004300179930678,2.482234072334616e-12,0.0076578506500158535,0.7022573124561172,1.2479778937098396,0,0,1.2972399549698554,1.2972399549698554,0.2481345610146053,0.12331776220665125,0.5030906844335109,0.2646056340489056,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.34258840477745944,0.4196663108112147,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26687,MAX_DPD_LAST_12_MONTHS_ACTIVE_woe,3,0.5234929108747384,0.19630043980022968,2.6667943862351238,0.0076578506500158535,0.0076578506500158535,0.1387511187169152,0.9082347030325615,0,0,1.2776139587358166,1.2972399549698554,0.2481345610146053,0.12331776220665125,0.5030906844335109,0.2646056340489056,MAX_DPD_LAST_12_MONTHS_ACTIVE,0.08663472759658486,Increasing,0.34258840477745944,0.25288283662974975,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26687,CREDIT_CARDS_COUNT_woe,3,1.283433883153692,0.19110950622159317,6.715698808124903,1.871670449386399e-11,0.0076578506500158535,0.908866133856136,1.6580016324512479,0,0,1.0370456541780615,1.2972399549698554,0.2481345610146053,0.12331776220665125,0.5030906844335109,0.2646056340489056,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.34258840477745944,0.32745085255903555,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5375,const,3,-1.3942182120942344,0.042360540946206574,-32.9131352185692,1.42596374565431e-237,0.020691911579215082,-1.4772433467144335,-1.3111930774740352,0,0,,1.3662288870994663,0.24807034784923143,0.13163163163163194,0.46932170986537486,0.26719962568390365,,,,0.3536414448520584,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5375,NO_OF_TIMES_30_DPD_9MONTHS_woe,3,0.46549133022683886,0.20120138777384952,2.3135592421959403,0.020691911579215082,0.020691911579215082,0.07114385655061622,0.8598388039030616,0,0,1.3474433515355633,1.3662288870994663,0.24807034784923143,0.13163163163163194,0.46932170986537486,0.26719962568390365,NO_OF_TIMES_30_DPD_9MONTHS,0.09768776767118381,Increasing,0.3536414448520584,0.27623393437963784,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
