Model_no,variable,Num_factors,Coef.,Std.Err.,z,P>|z|,Max_pvalue,[0.025,0.975],sign,sign_max,VIF,VIF_max,dev_gini,oot_gini,Relative_diff,Average_precision,var,Gini_train,Trend,sum_gini,Factor_weight,ACCOUNT_TYPE_COUNT,AMOUNT_PAST_DUE_SUM,BUREAUSCORE,CREDIT_CARDS_COUNT,DAYS_SINCE_LAST_PAYMENT,MAX_DPD_LAST_12_MONTHS,MAX_DPD_LAST_12_MONTHS_ACTIVE,MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_24_MONTHS,MAX_DPD_LAST_24_MONTHS_ACTIVE,MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_UNSECURED,MAX_DPD_LAST_6_MONTHS,MAX_DPD_LAST_6_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS,MAX_DPD_LAST_9_MONTHS_UNSECURED,NO_OF_TIMES_30_DPD_12MONTHS,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_6MONTHS,NO_OF_TIMES_30_DPD_9MONTHS,NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_9MONTHS,NO_OF_TIMES_90_DPD_12MONTHS,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS
34059,CREDIT_CARDS_COUNT_woe,3,1.1109940916953975,0.18802410924380128,5.908785294415772,3.44639536088426e-09,0.01883786824323588,0.7424736093523223,1.4795145740384728,0,0,1.0132809750161755,1.3812453717499327,0.20033204720877462,0.1340507173840506,0.33091028369807296,0.24717601157643027,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.2732251574153177,0.41058029312687994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34059,MAX_DPD_LAST_24_MONTHS_woe,3,0.6065090556243031,0.2582291808433266,2.3487239267210693,0.01883786824323588,0.01883786824323588,0.10038916141410259,1.1126289498345037,0,0,1.3812453717499327,1.3812453717499327,0.20033204720877462,0.1340507173840506,0.33091028369807296,0.24717601157643027,MAX_DPD_LAST_24_MONTHS,0.07942005274785813,Increasing,0.2732251574153177,0.2906762082202231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34059,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS_woe,3,0.8005194543888727,0.1961267746374599,4.081642885672453,4.471847194106249e-05,0.01883786824323588,0.41611803969544764,1.1849208690822979,0,0,1.3779165216292997,1.3812453717499327,0.20033204720877462,0.1340507173840506,0.33091028369807296,0.24717601157643027,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,0.08162423944624053,Decreasing,0.2732251574153177,0.29874349865289695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31727,const,3,-1.3971393225655069,0.04208105558071116,-33.20114724512563,1.0362799188907375e-241,0.0032843915983512026,-1.479616675935129,-1.3146619691958847,0,0,,1.796414315916411,0.19958568548949995,0.10556667778890017,0.47103711272845583,0.2515754461334732,,,,0.2898116972191045,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31727,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,3,0.6707696248005512,0.2281695534463647,2.939785850780602,0.0032843915983512026,0.0032843915983512026,0.2235655176770895,1.117973731924013,0,0,1.796414315916411,1.796414315916411,0.19958568548949995,0.10556667778890017,0.47103711272845583,0.2515754461334732,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,0.08706421130412267,Increasing,0.2898116972191045,0.3004164847021343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31727,CREDIT_CARDS_COUNT_woe,3,1.1594599769272844,0.18900295138977913,6.134613075624096,8.536670701572636e-10,0.0032843915983512026,0.7890209992315428,1.5298989546230262,0,0,1.021592939319612,1.796414315916411,0.19958568548949995,0.10556667778890017,0.47103711272845583,0.2515754461334732,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.2898116972191045,0.38708190972846646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31727,NO_OF_TIMES_30_DPD_6MONTHS_woe,3,0.6956256901596269,0.2206432476744169,3.152716874373143,0.0016175861316153443,0.0032843915983512026,0.2631728712858188,1.128078509033435,0,0,1.7895694190524216,1.796414315916411,0.19958568548949995,0.10556667778890017,0.47103711272845583,0.2515754461334732,NO_OF_TIMES_30_DPD_6MONTHS,0.09056662069376276,Increasing,0.2898116972191045,0.31250160556939927,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32327,const,3,-1.397257905445497,0.042084239422984684,-33.20145319490726,1.025797306710518e-241,0.002133453878545842,-1.4797414990313076,-1.3147743118596864,0,0,,1.6975766124297995,0.1994298057039905,0.10925925925925917,0.4522093603045704,0.25119562852977606,,,,0.28836085193188565,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32327,MAX_DPD_LAST_12_MONTHS_ACTIVE_woe,3,0.6894938873694695,0.22451793886751945,3.0709968693250693,0.002133453878545842,0.002133453878545842,0.2494468133059658,1.1295409614329732,0,0,1.6975766124297995,1.6975766124297995,0.1994298057039905,0.10925925925925917,0.4522093603045704,0.25119562852977606,MAX_DPD_LAST_12_MONTHS_ACTIVE,0.08663472759658486,Increasing,0.28836085193188565,0.30043858941382595,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32327,CREDIT_CARDS_COUNT_woe,3,1.16295152141744,0.18910175052858197,6.149871792126348,7.754560463566952e-10,0.002133453878545842,0.7923189009679412,1.5335841418669387,0,0,1.0225892825807708,1.6975766124297995,0.1994298057039905,0.10925925925925917,0.4522093603045704,0.25119562852977606,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.28836085193188565,0.38902945552303175,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32327,MAX_DPD_LAST_6_MONTHS_woe,3,0.7023229178024479,0.21698325237894725,3.2367609486094637,0.00120894638176901,0.002133453878545842,0.2770435578913463,1.1276022777135495,0,0,1.6902608801392416,1.6975766124297995,0.1994298057039905,0.10925925925925917,0.4522093603045704,0.25119562852977606,MAX_DPD_LAST_6_MONTHS,0.08954525911408173,Increasing,0.28836085193188565,0.31053195506314224,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33987,const,3,-1.3995990554201758,0.04204444210267768,-33.288562897378526,5.652297397375796e-243,0.009721358135963932,-1.4820046476915036,-1.317193463148848,0,0,,1.8987087264911622,0.199071514853715,0.13526304081859641,0.3204845506535338,0.24658486578223024,,,,0.29116622275826254,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33987,CREDIT_CARDS_COUNT_woe,3,1.1227321510903618,0.18831056631510182,5.962130394805801,2.4897033889328975e-09,0.009721358135963932,0.7536502232044209,1.4918140789763028,0,0,1.0163184229137268,1.8987087264911622,0.199071514853715,0.13526304081859641,0.3204845506535338,0.24658486578223024,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.29116622275826254,0.38528117773590775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33987,MAX_DPD_LAST_12_MONTHS_woe,3,0.6687989006654006,0.25866432880940987,2.5855861291109368,0.009721358135963932,0.009721358135963932,0.16182613211373098,1.1757716692170703,0,0,1.8987087264911622,1.8987087264911622,0.199071514853715,0.13526304081859641,0.3204845506535338,0.24658486578223024,MAX_DPD_LAST_12_MONTHS,0.09736111809080294,Increasing,0.29116622275826254,0.3343832851506128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33987,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS_woe,3,0.6315846907224598,0.22936871435066505,2.753578196182746,0.005894768639700799,0.009721358135963932,0.18203027141490086,1.0811391100300187,0,0,1.8844509784850214,1.8987087264911622,0.199071514853715,0.13526304081859641,0.3204845506535338,0.24658486578223024,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,0.08162423944624053,Decreasing,0.29116622275826254,0.28033553711347947,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25919,const,2,-1.3968718437773036,0.042166560408191216,-33.12747898464939,1.195335327162316e-240,1.301081725260721e-05,-1.4795167835292908,-1.3142269040253163,0,0,,1.3367296754176856,0.1987718534153029,0.09998331664998328,0.49692422920180895,0.26300665073003887,,,,0.3237748779484544,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25919,AMOUNT_PAST_DUE_SUM_woe,2,0.6126355590770555,0.14051522200275662,4.359923076981914,1.301081725260721e-05,1.301081725260721e-05,0.33723078467200235,0.8880403334821085,0,0,1.3367296754176856,1.3367296754176856,0.1987718534153029,0.09998331664998328,0.49692422920180895,0.26300665073003887,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.3237748779484544,0.4440517833583878,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25919,BUREAUSCORE_woe,2,0.7025042577497904,0.1301799516116679,5.396408963535255,6.798788280638411e-08,1.301081725260721e-05,0.44735624108175437,0.9576522744178264,0,0,1.336729675417685,1.3367296754176856,0.1987718534153029,0.09998331664998328,0.49692422920180895,0.26300665073003887,BUREAUSCORE,0.18000206598879886,Decreasing,0.3237748779484544,0.5559482166416122,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32351,const,3,-1.3971177375409227,0.042044560604903886,-33.229452691151906,4.043852669854043e-242,0.01784306378730022,-1.479523562072346,-1.3147119130094995,0,0,,1.3215570695349674,0.1973633515922073,0.1207207207207206,0.38826054139557603,0.2489659772638128,,,,0.27823564556566205,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32351,MAX_DPD_LAST_12_MONTHS_ACTIVE_woe,3,0.9161926923640206,0.19759469940819996,4.636727073691936,3.539692975576129e-06,0.01784306378730022,0.5289141979879307,1.3034711867401105,0,0,1.3215570695349674,1.3215570695349674,0.1973633515922073,0.1207207207207206,0.38826054139557603,0.2489659772638128,MAX_DPD_LAST_12_MONTHS_ACTIVE,0.08663472759658486,Increasing,0.27823564556566205,0.3113717777621687,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32351,CREDIT_CARDS_COUNT_woe,3,1.156819823315066,0.18890826259548074,6.123712152243046,9.141998995762089e-10,0.01784306378730022,0.7865664322458887,1.5270732143842431,0,0,1.0215884726331381,1.3215570695349674,0.1973633515922073,0.1207207207207206,0.38826054139557603,0.2489659772638128,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.27823564556566205,0.4031865327433217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32351,MAX_DPD_LAST_24_MONTHS_woe,3,0.5966206366513824,0.2518599401135555,2.3688588045498045,0.01784306378730022,0.01784306378730022,0.10298422488039877,1.0902570484223661,0,0,1.310981730501874,1.3215570695349674,0.1973633515922073,0.1207207207207206,0.38826054139557603,0.2489659772638128,MAX_DPD_LAST_24_MONTHS,0.07942005274785813,Increasing,0.27823564556566205,0.2854416894945096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28583,const,3,-1.3950843255902963,0.04213158460836422,-33.11255293524696,1.9605550001956147e-240,0.03222561084862266,-1.4776607140342923,-1.3125079371463002,0,0,,1.2279635031671634,0.19716745490653742,0.07268379490601706,0.63125588235558,0.2570183405136698,,,,0.26090832779611106,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28583,AMOUNT_PAST_DUE_SUM_woe,3,0.9759452892659244,0.13447296583598617,7.257557555890187,3.9414229465830024e-13,0.03222561084862266,0.7123831193331064,1.2395074591987423,0,0,1.2279635031671634,1.2279635031671634,0.19716745490653742,0.07268379490601706,0.63125588235558,0.2570183405136698,AMOUNT_PAST_DUE_SUM,0.14377281195965552,Increasing,0.26090832779611106,0.5510472324670601,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28583,ACCOUNT_TYPE_COUNT_woe,3,1.3887937119713478,0.27300228281809014,5.087113915808331,3.635534830134096e-07,0.03222561084862266,0.8537190699506731,1.9238683539920225,0,0,1.0359142740507676,1.2279635031671634,0.19716745490653742,0.07268379490601706,0.63125588235558,0.2570183405136698,ACCOUNT_TYPE_COUNT,0.052034998967005475,Decreasing,0.26090832779611106,0.19943786159125074,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28583,MAX_DPD_LAST_6_MONTHS_UNSECURED_woe,3,0.4618875794377459,0.21567397470775126,2.141600905086606,0.03222561084862266,0.03222561084862266,0.03917435660795088,0.8846008022675409,0,0,1.2062707026234405,1.2279635031671634,0.19716745490653742,0.07268379490601706,0.63125588235558,0.2570183405136698,MAX_DPD_LAST_6_MONTHS_UNSECURED,0.06510051686945006,Increasing,0.26090832779611106,0.2495149059416892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31751,const,3,-1.3971979393268141,0.042081467910597935,-33.202214863206784,1.0001584993972885e-241,0.0022916314893805297,-1.479676100848164,-1.3147197778054642,0,0,,1.7542102462546048,0.19714605051807932,0.11758981203425667,0.4036338837332453,0.25097462864375786,,,,0.28879033563942347,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31751,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,3,0.6875045624383562,0.2254425274041622,3.049577958314103,0.0022916314893805297,0.0022916314893805297,0.24564532814251416,1.1293637967341983,0,0,1.7542102462546048,1.7542102462546048,0.19714605051807932,0.11758981203425667,0.4036338837332453,0.25097462864375786,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,0.08706421130412267,Increasing,0.28879033563942347,0.3014789643543644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31751,CREDIT_CARDS_COUNT_woe,3,1.1608204057816764,0.18902153774029137,6.141207079674703,8.189673499451964e-10,0.0022916314893805297,0.7903449995083267,1.5312958120550262,0,0,1.0219864036583308,1.7542102462546048,0.19714605051807932,0.11758981203425667,0.4036338837332453,0.25097462864375786,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.28879033563942347,0.3884508980289608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31751,MAX_DPD_LAST_6_MONTHS_woe,3,0.6893434481731,0.22071976414702113,3.123161402591611,0.0017891960115048477,0.0022916314893805297,0.2567406597687635,1.1219462365774366,0,0,1.7474898709426987,1.7542102462546048,0.19714605051807932,0.11758981203425667,0.4036338837332453,0.25097462864375786,MAX_DPD_LAST_6_MONTHS,0.08954525911408173,Increasing,0.28879033563942347,0.3100701376166748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34152,const,3,-1.399509128523848,0.04203568271406445,-33.29336026355521,4.817279276133236e-243,0.01665869463158338,-1.481897552708967,-1.3171207043387287,0,0,,2.0726905229373824,0.19666677834173707,0.13281614948281617,0.3246091960290844,0.24682806089917309,,,,0.29085120599769576,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34152,CREDIT_CARDS_COUNT_woe,3,1.1204926277403877,0.18825860054089127,5.951880150607025,2.6507946545960665e-09,0.01665869463158338,0.7515125509003281,1.4894727045804474,0,0,1.0165014978569482,2.0726905229373824,0.19666677834173707,0.13281614948281617,0.3246091960290844,0.24682806089917309,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.29085120599769576,0.3856984702415427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34152,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS_woe,3,0.6265109530264543,0.23957894656177325,2.615050120294749,0.00892143629573327,0.01665869463158338,0.15694484631133254,1.096077059741576,0,0,2.0562558505546686,2.0726905229373824,0.19666677834173707,0.13281614948281617,0.3246091960290844,0.24682806089917309,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,0.08162423944624053,Decreasing,0.29085120599769576,0.2806391645042283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34152,NO_OF_TIMES_30_DPD_12MONTHS_woe,3,0.6504171107001434,0.2716687246067657,2.3941552773202264,0.01665869463158338,0.01665869463158338,0.11795619474495223,1.1828780266553345,0,0,2.0726905229373824,2.0726905229373824,0.19666677834173707,0.13281614948281617,0.3246091960290844,0.24682806089917309,NO_OF_TIMES_30_DPD_12MONTHS,0.09704610133023617,Increasing,0.29085120599769576,0.333662365254229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31775,const,3,-1.397108986969232,0.04204991014030894,-33.22501718332964,4.686615961265532e-242,0.016390549057009728,-1.479525296397383,-1.3146926775410808,0,0,,1.3046417070402416,0.19633128781829723,0.12249471693916125,0.37614147162066214,0.24972865051269874,,,,0.27866512927319986,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31775,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,3,0.9187176672485557,0.19421762603896758,4.730351647199237,2.2413126412410313e-06,0.016390549057009728,0.5380581150493107,1.2993772194478008,0,0,1.3046417070402416,1.3046417070402416,0.19633128781829723,0.12249471693916125,0.37614147162066214,0.24972865051269874,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,0.08706421130412267,Increasing,0.27866512927319986,0.3124331039595772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31775,CREDIT_CARDS_COUNT_woe,3,1.1571569225453175,0.18889353919147808,6.125974067182509,9.013048629232283e-10,0.016390549057009728,0.7869323888177153,1.5273814562729198,0,0,1.0214023877405327,1.3046417070402416,0.19633128781829723,0.12249471693916125,0.37614147162066214,0.24972865051269874,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.27866512927319986,0.4025651344099043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31775,MAX_DPD_LAST_24_MONTHS_woe,3,0.6008838212397632,0.2503577237886751,2.4001009920786958,0.016390549057009728,0.016390549057009728,0.11019169936253331,1.0915759431169931,0,0,1.29468165644001,1.3046417070402416,0.19633128781829723,0.12249471693916125,0.37614147162066214,0.24972865051269874,MAX_DPD_LAST_24_MONTHS,0.07942005274785813,Increasing,0.27866512927319986,0.2850017616305185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32879,const,3,-1.397066704416041,0.04205905124899498,-33.2167907484462,6.161052130457765e-242,0.014954453594256385,-1.4795009300879955,-1.3146324787440864,0,0,,1.5518447291036734,0.1957003236715784,0.11230675119564015,0.4261296498514985,0.2514070072678386,,,,0.28441732601489367,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32879,MAX_DPD_LAST_24_MONTHS_ACTIVE_woe,3,0.6066942688815709,0.2493113651216398,2.433480192872727,0.014954453594256385,0.014954453594256385,0.11805297230664147,1.0953355654565002,0,0,1.5518447291036734,1.5518447291036734,0.1957003236715784,0.11230675119564015,0.4261296498514985,0.2514070072678386,MAX_DPD_LAST_24_MONTHS_ACTIVE,0.08166984009991185,Increasing,0.28441732601489367,0.2871479077742091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32879,CREDIT_CARDS_COUNT_woe,3,1.1617276068285731,0.18909968820091688,6.143466538105801,8.073968735855674e-10,0.014954453594256385,0.7910990284670223,1.532356185190124,0,0,1.0241065713637847,1.5518447291036734,0.1957003236715784,0.11230675119564015,0.4261296498514985,0.2514070072678386,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.28441732601489367,0.3944234579272595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32879,NO_OF_TIMES_30_DPD_6MONTHS_woe,3,0.8255039085825232,0.20445001697060333,4.037680802448735,5.39822364676674e-05,0.014954453594256385,0.42478923868153784,1.2262185784835085,0,0,1.5413427841654277,1.5518447291036734,0.1957003236715784,0.11230675119564015,0.4261296498514985,0.2514070072678386,NO_OF_TIMES_30_DPD_6MONTHS,0.09056662069376276,Increasing,0.28441732601489367,0.3184286342985314,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34083,const,3,-1.3999002886206615,0.04202858748053115,-33.30828782359473,2.929002126094549e-243,0.03334287500846787,-1.4822748064035935,-1.3175257708377295,0,0,,1.8912173572508963,0.1948106456121934,0.1167334000667335,0.4008072153257696,0.2433366150393727,,,,0.27236339812348676,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34083,CREDIT_CARDS_COUNT_woe,3,1.1043317762757685,0.1878423342209614,5.879035633025773,4.126635408365526e-09,0.03334287500846787,0.7361675664307485,1.4724959861207885,0,0,1.0120968202617746,1.8912173572508963,0.1948106456121934,0.1167334000667335,0.4008072153257696,0.2433366150393727,CREDIT_CARDS_COUNT,0.11218086522121906,Decreasing,0.27236339812348676,0.41187937143579556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34083,NO_OF_TIMES_60_DPD_12MONTHS_woe,3,0.562401863342357,0.26429526467131653,2.127930154336183,0.03334287500846787,0.03334287500846787,0.04439266330209524,1.0804110633826187,0,0,1.8912173572508963,1.8912173572508963,0.1948106456121934,0.1167334000667335,0.4008072153257696,0.2433366150393727,NO_OF_TIMES_60_DPD_12MONTHS,0.07855829345602716,Increasing,0.27236339812348676,0.2884319038361008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34083,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS_woe,3,0.7100365259936067,0.22962135709750764,3.092205947080493,0.0019867496033673018,0.03334287500846787,0.259986936001281,1.1600861159859324,0,0,1.8872413160573598,1.8912173572508963,0.1948106456121934,0.1167334000667335,0.4008072153257696,0.2433366150393727,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,0.08162423944624053,Decreasing,0.27236339812348676,0.29968872472810365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
