variable,var,bin,count,count_distr,good,bad,badprob,woe,bin_iv,total_iv,Prop_iv,Max_IV_test,IV_test,breaks,is_special_values,counter,num_bin,Trend,Trend_Business,Gini_train,Gini_oot,Relative_diff,keep
NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE_woe,"[-inf,1.0)",3236,0.8800652706010335,2641,595,0.1838689740420272,-0.09314298545093326,0.007421171478828191,0.05553860232467931,0.13362186242001442,0,0,1.0,False,1,3,Increasing,Increasing,0.08079086423475568,0.007735513291068807,0.9041503829664217,0
NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE_woe,"[1.0,7.0)",347,0.09437041066086484,247,100,0.2881844380403458,0.4929903706606834,0.026320062686239046,0.05553860232467931,0.4739057445553213,0,0,7.0,False,2,3,Increasing,Increasing,0.08079086423475568,0.007735513291068807,0.9041503829664217,0
NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE_woe,"[7.0,inf)",94,0.025564318738101714,60,34,0.3617021276595745,0.8292244836946298,0.02179736815961207,0.05553860232467931,0.39247239302466425,0,0,inf,False,3,3,Increasing,Increasing,0.08079086423475568,0.007735513291068807,0.9041503829664217,0
NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,"[-inf,1.0)",3144,0.8550448735382105,2571,573,0.18225190839694658,-0.10395596925058087,0.008951488298158594,0.05459238917948703,0.1639695282199171,0,0,1.0,False,1,3,Increasing,Increasing,0.08706421130412267,0.03412857301746186,0.6077570411786546,1
NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,"[1.0,9.0)",430,0.11694316018493336,308,122,0.2837209302325581,0.4711297830602512,0.02962225014389025,0.05459238917948703,0.5426076892604793,0,0,9.0,False,2,3,Increasing,Increasing,0.08706421130412267,0.03412857301746186,0.6077570411786546,1
NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE_woe,"[9.0,inf)",103,0.02801196627685613,69,34,0.3300970873786408,0.689462541319471,0.016018650737438186,0.05459238917948703,0.29342278251960363,0,0,inf,False,3,3,Increasing,Increasing,0.08706421130412267,0.03412857301746186,0.6077570411786546,1
NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE_woe,"[-inf,1.0)",3290,0.89475115583356,2675,615,0.18693009118541035,-0.07287387022301983,0.004647417738940896,0.039293028829833,0.11827588448494385,0,0,1.0,False,1,3,Increasing,Increasing,0.06438067797935121,0.024958291624958218,0.6121488564346738,1
NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE_woe,"[1.0,9.0)",300,0.08158825129181398,215,85,0.2833333333333333,0.4692217496632228,0.020489637063999654,0.039293028829833,0.5214573086929613,0,0,9.0,False,2,3,Increasing,Increasing,0.06438067797935121,0.024958291624958218,0.6121488564346738,1
NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE_woe,"[9.0,inf)",87,0.023660592874626053,58,29,0.3333333333333333,0.7040613407406239,0.014155974026892455,0.039293028829833,0.360266806822095,0,0,inf,False,3,3,Increasing,Increasing,0.06438067797935121,0.024958291624958218,0.6121488564346738,1
MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_SECURED_woe,"[-inf,1.0)",2999,0.8156105520805004,2443,556,0.18539513171057018,-0.08300525570658888,0.0054790779404888116,0.031955682834407965,0.1714586406706124,0,0,1.0,False,1,4,Increasing,Increasing,0.06937767205871137,0.03614725836948063,0.4788244047439588,1
MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_SECURED_woe,"[1.0,3.0)",301,0.08186021212945335,233,68,0.22591362126245848,0.1656777729109753,0.0023595544515945437,0.031955682834407965,0.07383833616767271,0,0,3.0,False,2,4,Increasing,Increasing,0.06937767205871137,0.03614725836948063,0.4788244047439588,1
MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_SECURED_woe,"[3.0,6.0)",127,0.03453902638020125,95,32,0.25196850393700787,0.30906753249975477,0.0036069757751768412,0.031955682834407965,0.11287431390115894,0,0,6.0,False,3,4,Increasing,Increasing,0.06937767205871137,0.03614725836948063,0.4788244047439588,1
MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_SECURED_woe,"[6.0,inf)",250,0.06799020940984499,177,73,0.292,0.5115182298751311,0.020510074667147767,0.031955682834407965,0.6418287092605559,0,0,inf,False,4,4,Increasing,Increasing,0.06937767205871137,0.03614725836948063,0.4788244047439588,1
MAX_DPD_LAST_9_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS_UNSECURED_woe,"[-inf,1.0)",3161,0.85966820777808,2579,582,0.1841189496994622,-0.09147803684933785,0.006995918623480481,0.04440953188898552,0.15753191546735518,0,0,1.0,False,1,3,Increasing,Increasing,0.07724425012982228,0.039083527972416876,0.49430987250525127,1
MAX_DPD_LAST_9_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS_UNSECURED_woe,"[1.0,2.0)",106,0.028827848789774273,79,27,0.25471698113207547,0.32359753483787657,0.00331338246762236,0.04440953188898552,0.0746097138764065,0,0,2.0,False,2,3,Increasing,Increasing,0.07724425012982228,0.039083527972416876,0.49430987250525127,1
MAX_DPD_LAST_9_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS_UNSECURED_woe,"[2.0,inf)",410,0.11150394343214577,290,120,0.2926829268292683,0.5148193411020954,0.03410023079788268,0.04440953188898552,0.7678583706562383,0,0,inf,False,3,3,Increasing,Increasing,0.07724425012982228,0.039083527972416876,0.49430987250525127,1
UNSECURED_ACCOUNT_COUNT,UNSECURED_ACCOUNT_COUNT_woe,"[-inf,1.0)",403,0.10960021756867011,305,98,0.24317617866004962,0.26186422336372933,0.008110132485192103,0.01587714087298166,0.5108056009626533,0,0,1.0,False,1,3,Decreasing,Increasing,0.056977086136842825,0.007768879991101985,0.8633018622059796,0
UNSECURED_ACCOUNT_COUNT,UNSECURED_ACCOUNT_COUNT_woe,"[1.0,2.0)",560,0.15229806907805277,435,125,0.22321428571428573,0.15017622751418616,0.003590728294003449,0.01587714087298166,0.2261571099437581,0,0,2.0,False,2,3,Decreasing,Increasing,0.056977086136842825,0.007768879991101985,0.8633018622059796,0
UNSECURED_ACCOUNT_COUNT,UNSECURED_ACCOUNT_COUNT_woe,"[2.0,inf)",2714,0.7381017133532771,2208,506,0.1864406779661017,-0.07609721680895142,0.0041762800937861074,0.01587714087298166,0.26303728909358853,0,0,inf,False,3,3,Decreasing,Increasing,0.056977086136842825,0.007768879991101985,0.8633018622059796,0
WRITTEN_OFF_AMT_TOTAL_SUM,WRITTEN_OFF_AMT_TOTAL_SUM_woe,-99999.0,1727,0.46967636660320916,1383,344,0.19918934568616098,0.005839847009209173,1.6045984345658596e-05,0.02219957022733343,0.0007228060805385243,0,0,-99999.0,True,1,3,Increasing,Increasing,0.03481470313974455,0.00830830830830842,0.76167801239759,1
WRITTEN_OFF_AMT_TOTAL_SUM,WRITTEN_OFF_AMT_TOTAL_SUM_woe,"[-inf,15000.0)",1750,0.4759314658689149,1425,325,0.18571428571428572,-0.08089338907244435,0.003038547829908199,0.02219957022733343,0.1368741736345399,0,0,15000.0,False,2,3,Increasing,Increasing,0.03481470313974455,0.00830830830830842,0.76167801239759,1
WRITTEN_OFF_AMT_TOTAL_SUM,WRITTEN_OFF_AMT_TOTAL_SUM_woe,"[15000.0,inf)",200,0.054392167527875984,140,60,0.3,0.5499106609133655,0.019144976413079575,0.02219957022733343,0.8624030202849216,0,0,inf,False,3,3,Increasing,Increasing,0.03481470313974455,0.00830830830830842,0.76167801239759,1
WRITTEN_OFF_AMT_TOTAL_MAX,WRITTEN_OFF_AMT_TOTAL_MAX_woe,-99999.0,1727,0.46967636660320916,1383,344,0.19918934568616098,0.005839847009209173,1.6045984345658596e-05,0.02269213593359698,0.000707116526739187,0,0,-99999.0,True,1,3,Increasing,Increasing,0.03515391616552499,0.00830830830830842,0.7626593141254706,1
WRITTEN_OFF_AMT_TOTAL_MAX,WRITTEN_OFF_AMT_TOTAL_MAX_woe,"[-inf,15000.0)",1751,0.47620342670655424,1426,325,0.1856082238720731,-0.08159489734393481,0.003092576198809949,0.02269213593359698,0.1362840504683923,0,0,15000.0,False,2,3,Increasing,Increasing,0.03515391616552499,0.00830830830830842,0.7626593141254706,1
WRITTEN_OFF_AMT_TOTAL_MAX,WRITTEN_OFF_AMT_TOTAL_MAX_woe,"[15000.0,inf)",199,0.05412020669023661,139,60,0.3015075376884422,0.5570791503919781,0.019583513750441373,0.02269213593359698,0.8630088330048685,0,0,inf,False,3,3,Increasing,Increasing,0.03515391616552499,0.00830830830830842,0.7626593141254706,1
NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_12MONTHS_woe,"[-inf,2.0)",3113,0.8466140875713897,2541,572,0.18374558303886926,-0.09396547063979714,0.007263888904617119,0.04305176513821307,0.16872453153307845,0,0,2.0,False,1,3,Increasing,Increasing,0.07855829345602716,0.05320876431987531,0.32251309333526523,1
NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_12MONTHS_woe,"[2.0,9.0)",380,0.10334511830296438,279,101,0.2657894736842105,0.3811172563204628,0.016733151002669918,0.04305176513821307,0.3886751437240711,0,0,9.0,False,2,3,Increasing,Increasing,0.07855829345602716,0.05320876431987531,0.32251309333526523,1
NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_12MONTHS_woe,"[9.0,inf)",184,0.05004079412564591,128,56,0.30434782608695654,0.5705299481161012,0.019054725230926037,0.04305176513821307,0.44260032474285055,0,0,inf,False,3,3,Increasing,Increasing,0.07855829345602716,0.05320876431987531,0.32251309333526523,1
NO_OF_TIMES_90_DPD_6MONTHS,NO_OF_TIMES_90_DPD_6MONTHS_woe,"[-inf,1.0)",3305,0.8988305683981507,2685,620,0.1875945537065053,-0.06850800760325872,0.004131503130354743,0.035274110956855086,0.11712564876285952,0,0,1.0,False,1,2,Increasing,Increasing,0.06030686448044098,0.01086086086086091,0.8200000600262035,0
NO_OF_TIMES_90_DPD_6MONTHS,NO_OF_TIMES_90_DPD_6MONTHS_woe,"[1.0,inf)",372,0.10116943160184934,263,109,0.29301075268817206,0.5164023713519483,0.031142607826500343,0.035274110956855086,0.8828743512371405,0,0,inf,False,2,2,Increasing,Increasing,0.06030686448044098,0.01086086086086091,0.8200000600262035,0
NO_OF_TIMES_90_DPD_12MONTHS,NO_OF_TIMES_90_DPD_12MONTHS_woe,"[-inf,1.0)",3086,0.8392711449551264,2518,568,0.18405703175631885,-0.09189027458257215,0.0068907486841783315,0.039146092016291115,0.17602647746576247,0,0,1.0,False,1,3,Increasing,Increasing,0.07620613728960901,0.08962295628962291,0.17607374015766275,1
NO_OF_TIMES_90_DPD_12MONTHS,NO_OF_TIMES_90_DPD_12MONTHS_woe,"[1.0,8.0)",387,0.10524884416644004,286,101,0.26098191214470284,0.35633722732197576,0.014799051360944815,0.039146092016291115,0.3780467116560706,0,0,8.0,False,2,3,Increasing,Increasing,0.07620613728960901,0.08962295628962291,0.17607374015766275,1
NO_OF_TIMES_90_DPD_12MONTHS,NO_OF_TIMES_90_DPD_12MONTHS_woe,"[8.0,inf)",204,0.0554800108784335,144,60,0.29411764705882354,0.5217397839466692,0.017456291971167964,0.039146092016291115,0.4459268108781668,0,0,inf,False,3,3,Increasing,Increasing,0.07620613728960901,0.08962295628962291,0.17607374015766275,1
MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_12_MONTHS_UNSECURED_woe,"[-inf,1.0)",3037,0.8259450639107968,2479,558,0.1837339479749753,-0.0940430483533106,0.007098086421728556,0.037740465216301845,0.1880762831366097,0,0,1.0,False,1,3,Increasing,Increasing,0.07694179681465485,0.07539761984206428,0.020080324741099765,1
MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_12_MONTHS_UNSECURED_woe,"[1.0,3.0)",228,0.06200707098177862,172,56,0.24561403508771928,0.2750657352222654,0.005081266734194693,0.037740465216301845,0.13463709853793376,0,0,3.0,False,2,3,Increasing,Increasing,0.07694179681465485,0.07539761984206428,0.020080324741099765,1
MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_12_MONTHS_UNSECURED_woe,"[3.0,inf)",412,0.11204786510742452,297,115,0.279126213592233,0.4484085108611195,0.0255611120603786,0.037740465216301845,0.6772866183254566,0,0,inf,False,3,3,Increasing,Increasing,0.07694179681465485,0.07539761984206428,0.020080324741099765,1
PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS_woe,-99999.0,27,0.007342942616263258,21,6,0.2222222222222222,0.14444555280520127,0.00015989821288412695,0.05318909252612612,0.0030062218641084357,0,0,-99999.0,True,1,4,Decreasing,Decreasing,0.08162423944624053,0.03262151039928818,0.6005236402812788,1
