USER_ID,LOAN_ID,DISBURSED_DATE,BAD_FLAG,BUREAUSCORE,CREDITACCOUNTTOTAL,CREDITACCOUNTACTIVE,CREDITACCOUNTDEFAULT,CREDITACCOUNTCLOSED,CADSUITFILEDCURRENTBALANCE,OUTSTANDING_BALANCE_SECURED,OUTSTANDING_BALANCE_SECURED_PERCENTAGE,OUTSTANDING_BALANCE_UNSECURED,OUTSTANDING_BALANCE_UNSECURED_PERCENTAGE,OUTSTANDING_BALANCE_ALL,ACCOUNT_TYPE_COUNT,CREDIT_CARDS_COUNT,SECURED_ACCOUNT_COUNT,UNSECURED_ACCOUNT_COUNT,CREDIT_LIMIT_AMOUNT_MAX,CREDIT_LIMIT_AMOUNT_AVG,HIGHEST_CREDIT_OR_ORIGINAL_LOAN_AMOUNT_SUM,HIGHEST_CREDIT_OR_ORIGINAL_LOAN_AMOUNT_AVG,HIGHEST_CREDIT_OR_ORIGINAL_LOAN_AMOUNT_MAX,TERMS_DURATION_AVG,TERMS_DURATION_MAX,SCHEDULED_MONTHLY_PAYMENT_AMOUNT_SUM,SCHEDULED_MONTHLY_PAYMENT_AMOUNT_AVG,SCHEDULED_MONTHLY_PAYMENT_AMOUNT_MAX,ACCOUNT_STATUS_ACTIVE,ACCOUNT_STATUS_CLOSED,CURRENT_BALANCE_SUM,CURRENT_BALANCE_AVG,CURRENT_BALANCE_MAX,CURRENT_BALANCE_MIN,AMOUNT_PAST_DUE_SUM,AMOUNT_PAST_DUE_AVG,AMOUNT_PAST_DUE_MAX,ORIGINAL_CHARGE_OFF_AMOUNT_SUM,ORIGINAL_CHARGE_OFF_AMOUNT_AVG,ORIGINAL_CHARGE_OFF_AMOUNT_MAX,DAYS_SINCE_FIRST_DELINQUENCY,DAYS_SINCE_LAST_PAYMENT,SUITFILEDWILLFULDEFAULTWRITTENOFFSTATUS,SUITFILED_WILFULDEFAULT,VALUE_OF_CREDITS_LAST_MONTH_SUM,VALUE_OF_CREDITS_LAST_MONTH_AVG,VALUE_OF_CREDITS_LAST_MONTH_MAX,SETTLEMENT_AMOUNT_SUM,SETTLEMENT_AMOUNT_AVG,SETTLEMENT_AMOUNT_MAX,VALUE_OF_COLLATERAL_SUM,VALUE_OF_COLLATERAL_AVG,VALUE_OF_COLLATERAL_MAX,TYPE_OF_COLLATERAL,WRITTEN_OFF_AMT_TOTAL_SUM,WRITTEN_OFF_AMT_TOTAL_AVG,WRITTEN_OFF_AMT_TOTAL_MAX,WRITTEN_OFF_AMT_PRINCIPAL_SUM,WRITTEN_OFF_AMT_PRINCIPAL_AVG,WRITTEN_OFF_AMT_PRINCIPAL_MAX,RATE_OF_INTEREST_AVG,RATE_OF_INTEREST_MAX,RATE_OF_INTEREST_MIN,REPAYMENT_TENURE_AVG,REPAYMENT_TENURE_MAX,DAYS_SINCE_LAST_DEFAULT_STATUS,DAYS_SINCE_LAST_LITIGATION_STATUS,DAYS_SINCE_LAST_WRITE_OFF_STATUS,MAX_DPD_LAST_1_MONTH,MAX_DPD_LAST_3_MONTHS,MAX_DPD_LAST_6_MONTHS,MAX_DPD_LAST_9_MONTHS,MAX_DPD_LAST_12_MONTHS,MAX_DPD_LAST_24_MONTHS,MAX_DPD_LAST_1_MONTH_ACTIVE,MAX_DPD_LAST_3_MONTHS_ACTIVE,MAX_DPD_LAST_6_MONTHS_ACTIVE,MAX_DPD_LAST_9_MONTHS_ACTIVE,MAX_DPD_LAST_12_MONTHS_ACTIVE,MAX_DPD_LAST_24_MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_3MONTHS,NO_OF_TIMES_30_DPD_6MONTHS,NO_OF_TIMES_30_DPD_9MONTHS,NO_OF_TIMES_30_DPD_12MONTHS,NO_OF_TIMES_30_DPD_3MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_6MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_30_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_3MONTHS,NO_OF_TIMES_60_DPD_6MONTHS,NO_OF_TIMES_60_DPD_9MONTHS,NO_OF_TIMES_60_DPD_12MONTHS,NO_OF_TIMES_60_DPD_3MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_6MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_60_DPD_12MONTHS_ACTIVE,NO_OF_TIMES_90_DPD_3MONTHS,NO_OF_TIMES_90_DPD_6MONTHS,NO_OF_TIMES_90_DPD_9MONTHS,NO_OF_TIMES_90_DPD_12MONTHS,NO_OF_TIMES_90_DPD_3MONTHS_ACTIVE,NO_OF_TIMES_90_DPD_6MONTHS_ACTIVE,NO_OF_TIMES_90_DPD_9MONTHS_ACTIVE,NO_OF_TIMES_90_DPD_12MONTHS_ACTIVE,MONTHS_SINCE_30_DPD,MONTHS_SINCE_60_DPD,MONTHS_SINCE_90_DPD,MONTHS_SINCE_30_DPD_ACTIVE,MONTHS_SINCE_60_DPD_ACTIVE,MONTHS_SINCE_90_DPD_ACTIVE,TOTALCAPSLAST7DAYS,TOTALCAPSLAST30DAYS,TOTALCAPSLAST90DAYS,TOTALCAPSLAST180DAYS,CAPSLAST7DAYS,CAPSLAST30DAYS,CAPSLAST90DAYS,CAPSLAST180DAYS,RESIDENCE_CODE_NON_NORMALIZED,AGE_OF_OLDEST_ACCOUNT_DAYS,ACCOUNT_OPEN_1MONTH,ACCOUNT_OPEN_2MONTHS,ACCOUNT_OPEN_3MONTHS,ACCOUNT_OPEN_6MONTHS,ACCOUNT_OPEN_12MONTHS,MAX_DPD_LAST_1_MONTH_SECURED,MAX_DPD_LAST_3_MONTHS_SECURED,MAX_DPD_LAST_6_MONTHS_SECURED,MAX_DPD_LAST_9_MONTHS_SECURED,MAX_DPD_LAST_12_MONTHS_SECURED,MAX_DPD_LAST_24_MONTHS_SECURED,MAX_DPD_LAST_1_MONTH_UNSECURED,MAX_DPD_LAST_3_MONTHS_UNSECURED,MAX_DPD_LAST_6_MONTHS_UNSECURED,MAX_DPD_LAST_9_MONTHS_UNSECURED,MAX_DPD_LAST_12_MONTHS_UNSECURED,MAX_DPD_LAST_24_MONTHS_UNSECURED,PAYMENT_WITHOUT_DPD_LAST_1_MONTH,PAYMENT_WITHOUT_DPD_LAST_3_MONTHS,PAYMENT_WITHOUT_DPD_LAST_6_MONTHS,PAYMENT_WITHOUT_DPD_LAST_9_MONTHS,PAYMENT_WITHOUT_DPD_LAST_12_MONTHS,pred_train1,logodds_score,Calib_PD,Br_pred
fcdc999e-d2db-4b7f-9b74-b01436d668fa,13327,06/05/22,0,860,3,1,0,2,,0,0,2206,100,2206,3,0,1,2,,,51200,17066.66667,25000,23.5,24,,,,1,2,2206,735.333333,2206,0,0,0,0,,,,,480,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,12,12,12,15.666667,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0677883,-2.6211703,0.058848823,0.042535472
ba07dceb-3e6b-4314-a83d-c6a84450f7eb,1774,09/02/22,0,755,8,1,0,7,,2256,100,0,0,2256,4,0,8,0,,,387763,48470.375,267724,10.5,24,,,,1,7,2256,282,2256,0,0,0,0,,,,,954,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,,,,7.875,24,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,0,1,0,2002,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0.06780963,-2.620833,0.058880507,0.074268969
cd66a781-0539-47c8-aefa-17196d5ee99b,15234,18/05/22,0,764,8,4,0,4,,0,0,11844,36,32572,4,0,2,6,,,284819,35602.375,100000,17,24,,,,4,4,32572,4071.5,20728,0,3422,427.75,3422,,,,,63,0,0,,,,0,0,0,,,,0,,,,,,,28,28,28,6.375,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,0,1,0,1332,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.06781719,-2.6207132,0.058891752,0.046225454
84023dad-60c4-40a9-b42b-a8dfc1a12f34,12372,23/04/22,1,776,11,3,0,8,,43350,100,0,0,43350,3,0,6,5,,,107221,9747.363636,30200,6.454545,12,,,,3,8,43350,3940.909091,30200,0,0,0,0,,,,,240,0,0,,,,,,,79650,15930,30400,0,,,,,,,21,24,18,6.454545,12,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,0,1,0,1517,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0.06782483,-2.6205924,0.05890311,0.046225454
dcb93e63-8512-4522-bbd6-00e1681a9756,10630,26/03/22,0,737,12,4,0,8,,0,0,45426,9,508483,6,1,4,8,100000,100000,918077,76506.41667,600000,17,36,,,,4,8,508483,42373.58333,463057,0,0,0,0,,,,,50,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,17.666667,18,17,11.333333,36,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,1,1,0,1,1,1,0,2227,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.067863144,-2.6199865,0.058960068,0.067404046
344702d9-b369-4a25-8661-c0e709d4cc0f,24742,29/06/22,0,843,5,5,0,0,,0,0,12248,8,150743,3,0,2,2,,,337500,67500,175000,30,60,,,,5,0,150743,30148.6,71398,6000,0,0,0,,,,,114,0,0,,,,,,,208000,104000,175000,0,,,,,,,8.5,9,8,24,60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,911,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.06786521,-2.6199539,0.05896314,0.042019524
d67f1854-dafa-4a7c-9bc8-311efb2610d8,17549,08/06/22,0,783,5,2,0,3,,0,0,8258,100,8258,2,0,1,4,,,20821,4164.2,10571,8,8,,,,2,3,8258,1651.6,7998,0,0,0,0,,,,,44,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,,,,1.6,8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,1,2,0,1,1,2,0,130,0,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.06786775,-2.6199138,0.058966908,0.074268969
ce0f036b-bef8-4595-8d5b-e68df4f84a65,6795,11/03/22,0,652,22,12,0,10,,0,0,281458,100,281458,5,4,14,8,39000,28250,469710,21350.45455,94000,8.888889,12,,,,12,10,281458,12793.54546,74740,0,1,0.045455,1,,,,,35,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,44,44,44,3.636364,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,2,0,0,0,2,0,1639,0,0,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.06789259,-2.6195211,0.059003858,0.092633443
1b78cb77-3545-4704-944d-c831158f0f59,10373,07/05/22,0,783,6,3,0,3,,0,0,24849,100,24849,2,0,1,5,,,55999,9333.166667,20499,3.2,12,,,,3,3,24849,4141.5,14349,0,0,0,0,,,,,54,0,0,,,,,,,,,,0,,,,,,,18,18,18,2.666667,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,2,0,0,1,2,0,183,0,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.067894675,-2.6194882,0.059006955,0.046225454
b0e6081c-0dc3-4a53-ab1e-f97fabbad6d1,4663,16/03/22,0,822,3,1,0,2,,0,0,62,100,62,3,0,1,2,,,112940,37646.66667,100000,7.5,12,,,,1,2,62,20.666667,62,0,0,0,0,,,,,78,0,0,,,,0,0,0,12750,12750,12750,0,,,,,,,26,26,26,5,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,0,1,0,2035,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0678975,-2.6194437,0.059011152,0.067162103
